F,C,A,L,rS,rSp,rAcc,SS,Rnc,Conf
18.0434208622037,99.9929215787805,18.7246191722914,96.4400705220251,0.591928618949806,0.0301391374547976,0.175767183575824,0.591928618949806,4.3189754978204,99.2360871009973
